vendorID,passengerCount,tripDistance,hour_of_day,day_of_week,day_of_month,month_num,normalizeHolidayName,isPaidTimeOff,snowDepth,precipTime,precipDepth,temperature,totalAmount
2,1,1.28,23,3,21,1,None,False,0.0,1.0,0.0,-0.040000000000000036,9.36
2,1,4.89,2,6,10,1,None,False,0.0,24.0,254.0,10.943654822335034,21.96
2,1,1.58,20,4,1,1,New Year's Day,True,0.0,1.0,0.0,5.197345132743359,10.3
2,1,1.46,16,2,20,1,None,False,0.0,1.0,0.0,-0.15357142857142847,11.8
2,1,4.66,15,5,16,1,None,False,0.0,24.0,102.0,7.808965517241381,18.8
2,1,1.05,17,4,29,1,None,False,15.647058823529413,6.0,0.0,3.3651785714285696,11.16
2,1,3.02,13,4,15,1,None,False,0.0,6.0,0.0,4.571929824561403,11.8
2,1,15.6,13,0,25,1,None,False,54.411764705882355,6.0,0.0,-0.3089285714285713,46.3
1,1,0.4,16,1,19,1,None,False,0.0,1.0,0.0,-5.393749999999998,6.3
2,1,4.94,22,2,13,1,None,False,0.0,6.0,0.0,-2.06875,17.3
2,1,4.29,21,1,12,1,None,False,0.0,6.0,0.0,0.1594594594594597,20.16
2,1,1.47,11,1,12,1,None,False,0.0,6.0,0.0,0.1594594594594597,9.3
2,1,0.55,21,6,3,1,None,False,0.0,1.0,0.0,3.846428571428569,5.8
2,2,1.03,14,3,28,1,None,False,20.47058823529412,1.0,0.0,2.003571428571429,15.3
1,1,2.1,18,3,21,1,None,False,0.0,1.0,0.0,-0.040000000000000036,19.75
2,1,6.04,1,4,8,1,None,False,0.0,1.0,0.0,4.384090909090913,28.84
2,6,2.73,9,3,14,1,None,False,0.0,6.0,0.0,-1.9500000000000008,18.96
1,1,6.5,17,0,18,1,"Martin Luther King, Jr. Day",True,3.0,24.0,13.0,-2.3351145038167944,29.15
2,1,3.33,0,0,4,1,None,False,0.0,1.0,0.0,0.12389380530973428,12.3
2,3,13.31,15,1,19,1,None,False,0.0,1.0,0.0,-5.393749999999998,45.43
2,1,1.36,5,6,10,1,None,False,0.0,24.0,254.0,10.943654822335034,9.75
2,1,3.24,19,1,26,1,None,False,43.529411764705884,6.0,0.0,3.5794642857142853,18.96
2,1,7.6,19,1,12,1,None,False,0.0,6.0,0.0,0.1594594594594597,27.8
2,2,2.38,20,5,30,1,None,False,12.722222222222221,6.0,0.0,0.6133928571428571,15.8
2,2,2.13,8,0,4,1,None,False,0.0,1.0,0.0,0.12389380530973428,14.16
2,1,4.08,18,5,9,1,None,False,0.0,6.0,3.0,6.710273972602741,18.3
2,1,1.33,19,6,10,1,None,False,0.0,24.0,254.0,10.943654822335034,8.3
2,5,1.05,15,0,25,1,None,False,54.411764705882355,6.0,0.0,-0.3089285714285713,6.8
2,1,0.92,18,3,7,1,None,False,0.0,6.0,0.0,3.180645161290322,9.8
2,1,3.85,8,0,18,1,"Martin Luther King, Jr. Day",True,3.0,24.0,13.0,-2.3351145038167944,15.3
2,1,2.43,7,2,27,1,None,False,29.058823529411764,24.0,3.0,6.18571428571429,22.56
1,1,2.8,22,2,6,1,None,False,0.0,6.0,0.0,-0.8963963963963966,15.95
2,1,1.24,22,3,7,1,None,False,0.0,6.0,0.0,3.180645161290322,8.3
1,1,7.1,17,0,18,1,"Martin Luther King, Jr. Day",True,3.0,24.0,13.0,-2.3351145038167944,30.36
1,1,2.3,8,5,16,1,None,False,0.0,24.0,102.0,7.808965517241381,11.8
2,5,0.67,9,4,29,1,None,False,15.647058823529413,6.0,0.0,3.3651785714285696,5.3
2,2,1.74,22,5,16,1,None,False,0.0,24.0,102.0,7.808965517241381,11.3
2,1,3.42,3,1,26,1,None,False,43.529411764705884,6.0,0.0,3.5794642857142853,15.3
2,1,1.37,14,6,24,1,None,False,67.0909090909091,24.0,462.0,-2.702112676056339,8.3
2,5,0.63,7,2,20,1,None,False,0.0,1.0,0.0,-0.15357142857142847,4.8
1,1,0.7,14,1,12,1,None,False,0.0,6.0,0.0,0.1594594594594597,5.3
2,1,0.59,22,2,13,1,None,False,0.0,6.0,0.0,-2.06875,5.8
2,1,3.6,8,3,21,1,None,False,0.0,1.0,0.0,-0.040000000000000036,23.3
2,1,2.98,16,0,18,1,"Martin Luther King, Jr. Day",True,3.0,24.0,13.0,-2.3351145038167944,14.3
1,2,1.0,13,1,19,1,None,False,0.0,1.0,0.0,-5.393749999999998,6.8
2,3,0.75,11,0,4,1,None,False,0.0,1.0,0.0,0.12389380530973428,7.3
1,2,6.0,21,4,22,1,None,False,0.0,1.0,0.0,-2.999107142857142,23.8
2,1,0.9,16,0,18,1,"Martin Luther King, Jr. Day",True,3.0,24.0,13.0,-2.3351145038167944,7.88
1,1,8.2,3,3,7,1,None,False,0.0,6.0,0.0,3.180645161290322,26.3
2,1,7.9,14,0,25,1,None,False,54.411764705882355,6.0,0.0,-0.3089285714285713,53.5
2,1,5.28,3,5,30,1,None,False,12.722222222222221,6.0,0.0,0.6133928571428571,23.16
2,5,6.82,15,5,30,1,None,False,12.722222222222221,6.0,0.0,0.6133928571428571,23.8
2,1,3.55,21,4,15,1,None,False,0.0,6.0,0.0,4.571929824561403,16.44
2,3,1.3,20,5,16,1,None,False,0.0,24.0,102.0,7.808965517241381,12.25
2,1,1.54,23,1,19,1,None,False,0.0,1.0,0.0,-5.393749999999998,9.96
1,1,2.3,1,5,16,1,None,False,0.0,24.0,102.0,7.808965517241381,10.3
2,1,1.03,9,6,10,1,None,False,0.0,24.0,254.0,10.943654822335034,6.3
2,1,0.74,23,1,12,1,None,False,0.0,6.0,0.0,0.1594594594594597,5.8
1,1,1.2,22,0,25,1,None,False,54.411764705882355,6.0,0.0,-0.3089285714285713,8.8
2,1,6.1,23,1,12,1,None,False,0.0,6.0,0.0,0.1594594594594597,29.8
2,1,0.45,8,4,22,1,None,False,0.0,1.0,0.0,-2.999107142857142,4.8
1,1,2.1,15,0,11,1,None,False,0.0,24.0,282.0,2.462499999999998,15.3
2,1,0.81,17,4,29,1,None,False,15.647058823529413,6.0,0.0,3.3651785714285696,7.8
2,5,4.86,13,6,17,1,None,False,3.0,24.0,13.0,2.4039473684210493,22.56
2,1,4.13,22,4,1,1,New Year's Day,True,0.0,1.0,0.0,5.197345132743359,17.3
2,1,4.36,10,1,5,1,None,False,0.0,6.0,0.0,-7.20625,15.3
1,3,1.4,1,6,3,1,None,False,0.0,1.0,0.0,3.846428571428569,9.95
2,1,2.1,12,1,19,1,None,False,0.0,1.0,0.0,-5.393749999999998,12.96
2,1,3.45,14,1,19,1,None,False,0.0,1.0,0.0,-5.393749999999998,22.8
2,1,0.73,23,4,22,1,None,False,0.0,1.0,0.0,-2.999107142857142,6.3
2,1,0.61,16,2,27,1,None,False,29.058823529411764,24.0,3.0,6.18571428571429,7.56
2,1,7.24,23,2,6,1,None,False,0.0,6.0,0.0,-0.8963963963963966,30.38
2,1,2.74,13,5,2,1,None,False,0.0,1.0,0.0,2.567857142857142,16.0
2,1,1.89,2,3,21,1,None,False,0.0,1.0,0.0,-0.040000000000000036,11.8
2,1,1.88,1,5,2,1,None,False,0.0,1.0,0.0,2.567857142857142,10.8
2,1,2.62,21,5,30,1,None,False,12.722222222222221,6.0,0.0,0.6133928571428571,13.3
1,1,5.2,0,3,28,1,None,False,20.47058823529412,1.0,0.0,2.003571428571429,21.35
2,1,2.49,18,2,6,1,None,False,0.0,6.0,0.0,-0.8963963963963966,14.3
2,1,0.73,16,2,13,1,None,False,0.0,6.0,0.0,-2.06875,8.76
2,6,4.75,1,5,16,1,None,False,0.0,24.0,102.0,7.808965517241381,21.96
1,1,11.9,0,0,25,1,None,False,54.411764705882355,6.0,0.0,-0.3089285714285713,40.84
1,1,2.4,15,1,5,1,None,False,0.0,6.0,0.0,-7.20625,15.8
1,3,1.5,3,4,1,1,New Year's Day,True,0.0,1.0,0.0,5.197345132743359,9.3
2,2,0.74,2,4,1,1,New Year's Day,True,0.0,1.0,0.0,5.197345132743359,8.3
2,1,9.04,10,3,7,1,None,False,0.0,6.0,0.0,3.180645161290322,43.61
2,3,0.55,20,0,4,1,None,False,0.0,1.0,0.0,0.12389380530973428,6.62
1,1,3.8,20,4,8,1,None,False,0.0,1.0,0.0,4.384090909090913,16.6
2,1,1.09,23,5,30,1,None,False,12.722222222222221,6.0,0.0,0.6133928571428571,7.8
2,1,0.56,7,1,5,1,None,False,0.0,6.0,0.0,-7.20625,10.0
2,1,1.81,15,6,3,1,None,False,0.0,1.0,0.0,3.846428571428569,8.3
2,1,3.41,19,2,27,1,None,False,29.058823529411764,24.0,3.0,6.18571428571429,19.3
1,2,3.2,22,6,17,1,None,False,3.0,24.0,13.0,2.4039473684210493,13.3
2,1,6.48,12,0,4,1,None,False,0.0,1.0,0.0,0.12389380530973428,25.3
1,1,1.2,9,0,25,1,None,False,54.411764705882355,6.0,0.0,-0.3089285714285713,12.3
1,1,2.3,17,6,17,1,None,False,3.0,24.0,13.0,2.4039473684210493,13.3
2,1,1.18,22,2,6,1,None,False,0.0,6.0,0.0,-0.8963963963963966,8.3
2,1,1.17,17,4,8,1,None,False,0.0,1.0,0.0,4.384090909090913,8.8
1,3,2.0,14,2,6,1,None,False,0.0,6.0,0.0,-0.8963963963963966,16.8
2,3,2.44,8,0,4,1,None,False,0.0,1.0,0.0,0.12389380530973428,19.24
2,1,2.37,14,6,24,1,None,False,67.0909090909091,24.0,462.0,-2.702112676056339,14.12
1,1,5.7,8,3,21,1,None,False,0.0,1.0,0.0,-0.040000000000000036,26.3
2,1,4.2,17,1,19,1,None,False,0.0,1.0,0.0,-5.393749999999998,19.8
2,1,0.47,12,2,20,1,None,False,0.0,1.0,0.0,-0.15357142857142847,4.3
2,1,2.91,23,2,20,1,None,False,0.0,1.0,0.0,-0.15357142857142847,13.8
1,1,5.4,8,4,29,1,None,False,15.647058823529413,6.0,0.0,3.3651785714285696,27.0
2,1,1.32,11,0,4,1,None,False,0.0,1.0,0.0,0.12389380530973428,8.3
2,5,7.72,1,4,1,1,New Year's Day,True,0.0,1.0,0.0,5.197345132743359,26.8
2,1,2.1,2,6,17,1,None,False,3.0,24.0,13.0,2.4039473684210493,10.8
2,1,0.94,22,1,19,1,None,False,0.0,1.0,0.0,-5.393749999999998,6.8
2,1,1.02,8,1,12,1,None,False,0.0,6.0,0.0,0.1594594594594597,8.8
2,2,0.52,5,6,10,1,None,False,0.0,24.0,254.0,10.943654822335034,6.3
2,1,1.96,7,2,6,1,None,False,0.0,6.0,0.0,-0.8963963963963966,10.56
2,1,3.33,13,0,18,1,"Martin Luther King, Jr. Day",True,3.0,24.0,13.0,-2.3351145038167944,18.5
2,1,9.47,17,3,14,1,None,False,0.0,6.0,0.0,-1.9500000000000008,41.76
1,1,11.6,11,5,2,1,None,False,0.0,1.0,0.0,2.567857142857142,34.3
2,1,5.87,23,4,15,1,None,False,0.0,6.0,0.0,4.571929824561403,24.36
1,1,1.6,16,3,21,1,None,False,0.0,1.0,0.0,-0.040000000000000036,13.8
1,1,13.5,22,1,19,1,None,False,0.0,1.0,0.0,-5.393749999999998,43.8
2,1,3.04,6,6,3,1,None,False,0.0,1.0,0.0,3.846428571428569,12.8
2,1,1.06,23,5,16,1,None,False,0.0,24.0,102.0,7.808965517241381,10.14
2,1,2.01,4,5,30,1,None,False,12.722222222222221,6.0,0.0,0.6133928571428571,10.3
2,1,3.07,2,5,16,1,None,False,0.0,24.0,102.0,7.808965517241381,13.3
2,1,1.94,9,2,13,1,None,False,0.0,6.0,0.0,-2.06875,9.8
2,1,7.21,2,4,1,1,New Year's Day,True,0.0,1.0,0.0,5.197345132743359,22.8
2,1,2.78,14,4,8,1,None,False,0.0,1.0,0.0,4.384090909090913,12.8
2,1,0.87,18,4,8,1,None,False,0.0,1.0,0.0,4.384090909090913,6.8
2,1,1.22,14,5,16,1,None,False,0.0,24.0,102.0,7.808965517241381,6.8
1,1,3.0,22,4,29,1,None,False,15.647058823529413,6.0,0.0,3.3651785714285696,14.3
2,1,3.1,19,0,4,1,None,False,0.0,1.0,0.0,0.12389380530973428,15.3
1,1,7.5,11,4,22,1,None,False,0.0,1.0,0.0,-2.999107142857142,22.8
1,1,0.7,9,1,19,1,None,False,0.0,1.0,0.0,-5.393749999999998,7.8
2,1,1.12,17,4,8,1,None,False,0.0,1.0,0.0,4.384090909090913,8.3
1,1,0.7,22,5,2,1,None,False,0.0,1.0,0.0,2.567857142857142,6.3
2,1,7.83,12,0,18,1,"Martin Luther King, Jr. Day",True,3.0,24.0,13.0,-2.3351145038167944,28.38
2,1,0.88,13,0,11,1,None,False,0.0,24.0,282.0,2.462499999999998,5.8
2,5,8.38,20,2,6,1,None,False,0.0,6.0,0.0,-0.8963963963963966,25.3
2,1,1.81,1,4,1,1,New Year's Day,True,0.0,1.0,0.0,5.197345132743359,13.56
2,1,5.12,20,4,8,1,None,False,0.0,1.0,0.0,4.384090909090913,21.8
1,2,3.8,22,4,8,1,None,False,0.0,1.0,0.0,4.384090909090913,19.55
2,2,4.25,0,6,17,1,None,False,3.0,24.0,13.0,2.4039473684210493,22.3
2,1,4.35,12,0,11,1,None,False,0.0,24.0,282.0,2.462499999999998,15.3
2,1,3.61,20,0,25,1,None,False,54.411764705882355,6.0,0.0,-0.3089285714285713,18.3
1,3,0.6,21,5,2,1,None,False,0.0,1.0,0.0,2.567857142857142,6.3
2,1,1.71,10,5,9,1,None,False,0.0,6.0,3.0,6.710273972602741,7.8
1,1,3.4,8,2,13,1,None,False,0.0,6.0,0.0,-2.06875,23.75
2,1,0.89,17,3,21,1,None,False,0.0,1.0,0.0,-0.040000000000000036,7.3
2,1,0.98,17,4,29,1,None,False,15.647058823529413,6.0,0.0,3.3651785714285696,9.3
1,1,2.4,9,3,21,1,None,False,0.0,1.0,0.0,-0.040000000000000036,15.35
2,1,3.09,10,1,26,1,None,False,43.529411764705884,6.0,0.0,3.5794642857142853,12.8
2,1,5.01,1,6,10,1,None,False,0.0,24.0,254.0,10.943654822335034,22.8
2,1,0.88,17,4,29,1,None,False,15.647058823529413,6.0,0.0,3.3651785714285696,11.8
1,2,2.4,14,0,4,1,None,False,0.0,1.0,0.0,0.12389380530973428,10.8
1,1,7.5,16,4,15,1,None,False,0.0,6.0,0.0,4.571929824561403,30.8
2,1,1.04,15,0,25,1,None,False,54.411764705882355,6.0,0.0,-0.3089285714285713,8.3
2,1,1.55,10,5,9,1,None,False,0.0,6.0,3.0,6.710273972602741,8.8
2,1,2.7,0,6,10,1,None,False,0.0,24.0,254.0,10.943654822335034,15.3
2,2,0.94,19,4,8,1,None,False,0.0,1.0,0.0,4.384090909090913,7.8
2,1,0.44,11,6,17,1,None,False,3.0,24.0,13.0,2.4039473684210493,4.8
1,1,0.2,21,4,15,1,None,False,0.0,6.0,0.0,4.571929824561403,4.3
1,1,1.3,18,0,18,1,"Martin Luther King, Jr. Day",True,3.0,24.0,13.0,-2.3351145038167944,9.45
2,1,1.03,3,0,18,1,"Martin Luther King, Jr. Day",True,3.0,24.0,13.0,-2.3351145038167944,6.3
1,1,0.7,17,1,26,1,None,False,43.529411764705884,6.0,0.0,3.5794642857142853,7.3
2,1,0.46,13,6,3,1,None,False,0.0,1.0,0.0,3.846428571428569,6.8
2,1,0.77,20,5,2,1,None,False,0.0,1.0,0.0,2.567857142857142,5.8
2,1,1.84,20,2,13,1,None,False,0.0,6.0,0.0,-2.06875,10.3
2,1,2.4,16,4,22,1,None,False,0.0,1.0,0.0,-2.999107142857142,14.8
2,2,1.28,15,4,8,1,None,False,0.0,1.0,0.0,4.384090909090913,9.49
2,1,3.7,4,5,16,1,None,False,0.0,24.0,102.0,7.808965517241381,15.8
2,1,2.12,16,4,8,1,None,False,0.0,1.0,0.0,4.384090909090913,12.8
2,1,2.49,2,1,12,1,None,False,0.0,6.0,0.0,0.1594594594594597,14.69
1,1,6.3,10,4,1,1,New Year's Day,True,0.0,1.0,0.0,5.197345132743359,24.35
2,2,1.4,4,1,26,1,None,False,43.529411764705884,6.0,0.0,3.5794642857142853,13.8
2,1,0.09,22,4,22,1,None,False,0.0,1.0,0.0,-2.999107142857142,9.0
2,1,17.07,21,2,27,1,None,False,29.058823529411764,24.0,3.0,6.18571428571429,73.5
2,1,1.2,17,5,30,1,None,False,12.722222222222221,6.0,0.0,0.6133928571428571,8.3
2,1,0.79,2,5,23,1,None,False,32.8421052631579,24.0,241.0,-2.7437185929648207,7.25
2,1,1.32,15,4,29,1,None,False,15.647058823529413,6.0,0.0,3.3651785714285696,8.76
2,1,4.56,19,0,11,1,None,False,0.0,24.0,282.0,2.462499999999998,16.8
2,2,4.66,11,2,6,1,None,False,0.0,6.0,0.0,-0.8963963963963966,29.21
2,2,1.45,20,2,27,1,None,False,29.058823529411764,24.0,3.0,6.18571428571429,11.27
2,1,1.53,16,1,26,1,None,False,43.529411764705884,6.0,0.0,3.5794642857142853,9.3
2,1,0.65,18,6,17,1,None,False,3.0,24.0,13.0,2.4039473684210493,6.3
1,1,1.0,4,5,30,1,None,False,12.722222222222221,6.0,0.0,0.6133928571428571,6.8
2,1,0.87,23,3,21,1,None,False,0.0,1.0,0.0,-0.040000000000000036,7.56
1,2,4.8,22,4,29,1,None,False,15.647058823529413,6.0,0.0,3.3651785714285696,25.55
2,1,2.27,18,4,15,1,None,False,0.0,6.0,0.0,4.571929824561403,18.3
2,3,1.61,13,5,16,1,None,False,0.0,24.0,102.0,7.808965517241381,9.3
2,1,3.56,8,0,11,1,None,False,0.0,24.0,282.0,2.462499999999998,13.3
2,1,1.15,22,4,29,1,None,False,15.647058823529413,6.0,0.0,3.3651785714285696,6.8
1,1,0.9,9,0,18,1,"Martin Luther King, Jr. Day",True,3.0,24.0,13.0,-2.3351145038167944,6.3
2,1,17.9,9,1,19,1,None,False,0.0,1.0,0.0,-5.393749999999998,52.3
2,1,2.89,15,3,14,1,None,False,0.0,6.0,0.0,-1.9500000000000008,11.8
2,1,1.69,13,6,24,1,None,False,67.0909090909091,24.0,462.0,-2.702112676056339,10.8
2,1,0.45,9,3,14,1,None,False,0.0,6.0,0.0,-1.9500000000000008,4.3
2,1,0.88,3,4,15,1,None,False,0.0,6.0,0.0,4.571929824561403,9.36
2,1,2.13,23,5,2,1,None,False,0.0,1.0,0.0,2.567857142857142,13.3
1,1,7.9,13,6,24,1,None,False,67.0909090909091,24.0,462.0,-2.702112676056339,24.8
1,2,4.0,20,2,13,1,None,False,0.0,6.0,0.0,-2.06875,21.95
2,1,0.64,11,1,12,1,None,False,0.0,6.0,0.0,0.1594594594594597,5.8
1,1,2.4,21,3,7,1,None,False,0.0,6.0,0.0,3.180645161290322,15.35
2,1,7.99,16,5,9,1,None,False,0.0,6.0,3.0,6.710273972602741,35.3
1,1,0.6,2,2,20,1,None,False,0.0,1.0,0.0,-0.15357142857142847,5.8
2,1,3.86,6,1,12,1,None,False,0.0,6.0,0.0,0.1594594594594597,16.28
2,1,2.42,18,5,2,1,None,False,0.0,1.0,0.0,2.567857142857142,16.56
2,1,4.07,15,0,25,1,None,False,54.411764705882355,6.0,0.0,-0.3089285714285713,24.36
1,1,0.6,9,1,19,1,None,False,0.0,1.0,0.0,-5.393749999999998,7.8
2,1,5.08,21,5,2,1,None,False,0.0,1.0,0.0,2.567857142857142,23.76
2,5,3.8,10,5,30,1,None,False,12.722222222222221,6.0,0.0,0.6133928571428571,18.3
1,1,1.3,13,6,3,1,None,False,0.0,1.0,0.0,3.846428571428569,8.75
2,1,3.77,19,2,6,1,None,False,0.0,6.0,0.0,-0.8963963963963966,16.8
1,1,3.1,17,2,27,1,None,False,29.058823529411764,24.0,3.0,6.18571428571429,16.8
2,1,1.16,14,5,9,1,None,False,0.0,6.0,3.0,6.710273972602741,8.0
2,1,0.65,7,1,19,1,None,False,0.0,1.0,0.0,-5.393749999999998,6.36
2,1,5.56,0,6,10,1,None,False,0.0,24.0,254.0,10.943654822335034,25.74
2,1,0.87,22,1,5,1,None,False,0.0,6.0,0.0,-7.20625,7.3
1,1,4.5,22,5,9,1,None,False,0.0,6.0,3.0,6.710273972602741,19.58
2,1,1.57,0,2,13,1,None,False,0.0,6.0,0.0,-2.06875,8.8
2,1,0.76,21,3,21,1,None,False,0.0,1.0,0.0,-0.040000000000000036,6.3
1,1,13.0,23,5,16,1,None,False,0.0,24.0,102.0,7.808965517241381,43.3
2,6,11.62,13,5,9,1,None,False,0.0,6.0,3.0,6.710273972602741,44.84
2,1,2.36,12,3,21,1,None,False,0.0,1.0,0.0,-0.040000000000000036,12.8
2,2,0.83,16,3,21,1,None,False,0.0,1.0,0.0,-0.040000000000000036,9.12
1,1,1.9,16,5,30,1,None,False,12.722222222222221,6.0,0.0,0.6133928571428571,8.8
2,1,1.93,9,3,7,1,None,False,0.0,6.0,0.0,3.180645161290322,9.8
1,1,7.8,21,6,24,1,None,False,67.0909090909091,24.0,462.0,-2.702112676056339,29.15
1,1,3.5,12,6,24,1,None,False,67.0909090909091,24.0,462.0,-2.702112676056339,16.0
1,1,4.6,12,6,17,1,None,False,3.0,24.0,13.0,2.4039473684210493,22.3
1,1,0.6,4,3,14,1,None,False,0.0,6.0,0.0,-1.9500000000000008,5.8
2,1,9.07,12,0,25,1,None,False,54.411764705882355,6.0,0.0,-0.3089285714285713,27.8
2,1,1.4,18,4,1,1,New Year's Day,True,0.0,1.0,0.0,5.197345132743359,9.96
2,1,0.68,19,6,10,1,None,False,0.0,24.0,254.0,10.943654822335034,7.54
2,1,2.41,0,6,17,1,None,False,3.0,24.0,13.0,2.4039473684210493,14.16
2,3,3.47,15,5,16,1,None,False,0.0,24.0,102.0,7.808965517241381,15.36
2,1,5.48,11,4,1,1,New Year's Day,True,0.0,1.0,0.0,5.197345132743359,24.36
2,1,11.29,11,3,14,1,None,False,0.0,6.0,0.0,-1.9500000000000008,36.8
2,1,1.78,10,2,27,1,None,False,29.058823529411764,24.0,3.0,6.18571428571429,10.56
2,5,0.78,15,6,24,1,None,False,67.0909090909091,24.0,462.0,-2.702112676056339,6.96
2,1,1.85,13,5,16,1,None,False,0.0,24.0,102.0,7.808965517241381,13.56
1,1,2.2,12,0,18,1,"Martin Luther King, Jr. Day",True,3.0,24.0,13.0,-2.3351145038167944,12.95
2,5,1.67,18,5,16,1,None,False,0.0,24.0,102.0,7.808965517241381,12.88
1,1,4.9,11,4,15,1,None,False,0.0,6.0,0.0,4.571929824561403,29.75
2,1,8.52,12,4,29,1,None,False,15.647058823529413,6.0,0.0,3.3651785714285696,31.56
2,1,3.07,21,1,5,1,None,False,0.0,6.0,0.0,-7.20625,12.8
1,1,4.3,22,6,10,1,None,False,0.0,24.0,254.0,10.943654822335034,18.8
